seed,strategy,model,threshold_mode,features,train_sources,test_source,accuracy,precision_weighted,recall_weighted,f1_weighted,recall_very_high,precision_very_high,f1_very_high
42,rule,naive_bayes,default,ctx,kaggle+mother_jones,stanford_msa,0.12874251497005987,0.8208725406330197,0.12874251497005987,0.15857196761452397,0.9333333333333333,0.07142857142857142,0.13270142180094788
42,rule,naive_bayes,youden,ctx,mother_jones+stanford_msa,kaggle,0.13333333333333333,0.7501071767738433,0.13333333333333333,0.14964153284155196,0.7368421052631579,0.06222222222222222,0.11475409836065574
42,rule,naive_bayes,youden,ctx,kaggle+stanford_msa,mother_jones,0.2611464968152866,0.2319872335987753,0.2611464968152866,0.23918652803079504,0.21428571428571427,0.3333333333333333,0.2608695652173913
42,rule,naive_bayes,youden,ctx,kaggle+mother_jones,stanford_msa,0.12874251497005987,0.8216938282156189,0.12874251497005987,0.1599267987676711,0.6666666666666666,0.07518796992481203,0.13513513513513514
42,rule,naive_bayes,youden_val,ctx,mother_jones+stanford_msa,kaggle,0.3396825396825397,0.7734845460945692,0.3396825396825397,0.4435084133069481,0.21052631578947367,0.08888888888888889,0.125
42,rule,naive_bayes,youden_val,ctx,kaggle+stanford_msa,mother_jones,0.22929936305732485,0.11706547311642854,0.22929936305732485,0.13989984501957414,0.42857142857142855,0.15,0.2222222222222222
42,rule,naive_bayes,youden_val,ctx,kaggle+mother_jones,stanford_msa,0.12275449101796407,0.820662246934702,0.12275449101796407,0.1581231364699421,0.6,0.04285714285714286,0.08
42,rule,decision_tree,default,full,mother_jones+stanford_msa,kaggle,0.6,0.6884936517967907,0.6,0.6288013118107787,0.21052631578947367,0.21052631578947367,0.21052631578947367
42,rule,decision_tree,default,full,kaggle+stanford_msa,mother_jones,0.17197452229299362,0.19733576910216363,0.17197452229299362,0.11595659219031386,0.42857142857142855,0.08,0.1348314606741573
42,rule,decision_tree,default,full,kaggle+mother_jones,stanford_msa,0.6676646706586826,0.7511693784148874,0.6676646706586826,0.6987105919548878,0.4666666666666667,0.12727272727272726,0.2
42,rule,decision_tree,youden,full,mother_jones+stanford_msa,kaggle,0.3142857142857143,0.7854345159512334,0.3142857142857143,0.3805527658889301,0.21052631578947367,0.21052631578947367,0.21052631578947367
42,rule,decision_tree,youden,full,kaggle+stanford_msa,mother_jones,0.1464968152866242,0.03354357620009321,0.1464968152866242,0.05448603258665521,0.42857142857142855,0.08,0.1348314606741573
42,rule,decision_tree,youden,full,kaggle+mother_jones,stanford_msa,0.3532934131736527,0.8383259376476806,0.3532934131736527,0.4493430122138388,0.4666666666666667,0.04929577464788732,0.08917197452229299
42,rule,decision_tree,youden_val,full,mother_jones+stanford_msa,kaggle,0.33015873015873015,0.7875262092701016,0.33015873015873015,0.3841706045675198,0.21052631578947367,0.21052631578947367,0.21052631578947367
42,rule,decision_tree,youden_val,full,kaggle+stanford_msa,mother_jones,0.267515923566879,0.12089914691824476,0.267515923566879,0.16354212331416484,0.0,0.0,0.0
42,rule,decision_tree,youden_val,full,kaggle+mother_jones,stanford_msa,0.3562874251497006,0.8307746606041321,0.3562874251497006,0.44240824545795,0.4666666666666667,0.12727272727272726,0.2
42,rule,multinomial_lr,default,full,mother_jones+stanford_msa,kaggle,0.5555555555555556,0.7526791126058998,0.5555555555555556,0.622066279665991,0.3684210526315789,0.125,0.18666666666666668
42,rule,multinomial_lr,default,full,kaggle+stanford_msa,mother_jones,0.2929936305732484,0.4023779551089173,0.2929936305732484,0.22814404773871638,0.21428571428571427,0.21428571428571427,0.21428571428571427
42,rule,multinomial_lr,default,full,kaggle+mother_jones,stanford_msa,0.6976047904191617,0.7661288467631258,0.6976047904191617,0.7126225846283974,0.06666666666666667,0.09090909090909091,0.07692307692307693
42,rule,multinomial_lr,youden,full,mother_jones+stanford_msa,kaggle,0.49523809523809526,0.7717426205231084,0.49523809523809526,0.5705157832894823,0.5789473684210527,0.14102564102564102,0.2268041237113402
42,rule,multinomial_lr,youden,full,kaggle+stanford_msa,mother_jones,0.3184713375796178,0.43803162235772297,0.3184713375796178,0.32380828968027514,0.5,0.21875,0.30434782608695654
42,rule,multinomial_lr,youden,full,kaggle+mother_jones,stanford_msa,0.46407185628742514,0.8114581969717741,0.46407185628742514,0.5618456668411477,0.26666666666666666,0.10256410256410256,0.14814814814814814
42,rule,multinomial_lr,youden_val,full,mother_jones+stanford_msa,kaggle,0.4126984126984127,0.7796842548780534,0.4126984126984127,0.48359216319550574,0.3684210526315789,0.16279069767441862,0.22580645161290322
42,rule,multinomial_lr,youden_val,full,kaggle+stanford_msa,mother_jones,0.22929936305732485,0.3638459606271479,0.22929936305732485,0.16351646979222853,0.5,0.13725490196078433,0.2153846153846154
42,rule,multinomial_lr,youden_val,full,kaggle+mother_jones,stanford_msa,0.5688622754491018,0.7957197368407443,0.5688622754491018,0.6445130620609425,0.06666666666666667,0.06666666666666667,0.06666666666666667
