source,year,fatalities,injured,total_victims,incident_area,open_close,age,gender,race,mental_health,multiple_shooters,risk_rule,risk_std,risk_quartile
stanford_msa,2008,0,1,3,Other,Unknown,19.5,M,Black,No,1,Low,Medium,Low
stanford_msa,2008,10,2,11,Home,Unknown,45.0,M,Unknown,No,0,Medium,Medium,VeryHigh
stanford_msa,2009,11,6,16,Public_Open,Unknown,28.0,M,Unknown,No,0,Medium,Medium,VeryHigh
stanford_msa,2009,6,1,6,Home,Unknown,42.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2009,8,2,10,Other,Unknown,45.0,M,Unknown,Yes,0,VeryHigh,Medium,High
stanford_msa,2009,14,4,17,Other,Unknown,41.0,M,Unknown,Yes,0,Medium,Medium,VeryHigh
stanford_msa,2009,13,32,45,Military,Unknown,39.0,M,Unknown,Yes,0,VeryHigh,VeryHigh,VeryHigh
stanford_msa,2009,5,0,4,Commercial,Unknown,37.0,M,Black,Yes,0,Low,Medium,Low
stanford_msa,2010,0,3,6,Other,Unknown,44.0,F,Unknown,No,0,Low,Medium,Medium
stanford_msa,2010,9,2,10,Workplace,Unknown,34.0,M,Black,Unknown,0,VeryHigh,Medium,High
stanford_msa,2011,6,13,19,Other,Unknown,22.0,M,Unknown,Yes,0,Medium,High,VeryHigh
stanford_msa,2011,1,11,12,Other,Unknown,20.0,M,Black,Unknown,1,Medium,Medium,VeryHigh
stanford_msa,2011,1,3,4,Other,Unknown,34.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2011,8,2,9,Home,Unknown,34.0,M,Black,Yes,0,Low,Medium,High
stanford_msa,2011,5,7,11,Commercial,Unknown,32.0,M,Unknown,Yes,0,Medium,Medium,VeryHigh
stanford_msa,2011,8,1,9,Other,Unknown,41.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2012,5,0,4,Other,Unknown,59.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2012,3,3,6,School,Unknown,17.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,2012,7,3,10,Other,Unknown,43.0,M,Unknown,Yes,0,VeryHigh,Medium,High
stanford_msa,2012,3,2,5,Public_Open,Unknown,25.0,M,Unknown,No,1,Low,Medium,Medium
stanford_msa,2012,6,1,6,Other,Unknown,40.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,2012,3,3,6,Home,Unknown,22.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2012,12,58,70,Other,Unknown,24.0,M,Unknown,Yes,0,VeryHigh,VeryHigh,VeryHigh
stanford_msa,2012,7,4,10,Religious,Unknown,40.0,M,Unknown,No,0,VeryHigh,Medium,High
stanford_msa,2012,7,2,8,Workplace,Unknown,36.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2012,0,15,15,Other,Unknown,17.0,M,Black,Unknown,0,Medium,Medium,VeryHigh
stanford_msa,2012,4,4,7,Other,Unknown,45.0,M,Black,No,0,Low,Medium,High
stanford_msa,2012,3,1,3,Other,Unknown,22.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2012,28,2,29,School,Unknown,20.0,M,Unknown,Yes,0,High,VeryHigh,VeryHigh
stanford_msa,2013,5,0,5,Home,Unknown,15.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,2013,3,1,3,Workplace,Unknown,70.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2013,4,3,7,Home,Unknown,33.0,M,Black,Yes,0,Low,Medium,High
stanford_msa,2013,4,3,6,Public_Open,Unknown,20.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,2013,5,0,4,Home,Unknown,27.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2013,7,1,7,Home,Unknown,43.0,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2013,6,3,8,Home,Unknown,23.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2013,7,0,6,Home,Unknown,42.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2013,3,3,6,Other,Unknown,59.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2013,4,0,4,Home,Unknown,40.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2013,13,3,15,Military,Unknown,34.0,M,Black,Yes,0,Medium,Medium,VeryHigh
stanford_msa,2013,2,2,3,School,Unknown,12.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,1971,2,4,5,Religious,Unknown,21.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,1991,9,0,9,Religious,Unknown,16.5,M,Unknown,No,1,Low,Medium,High
stanford_msa,2005,3,4,6,Other,Unknown,43.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2013,5,2,6,Other,Unknown,64.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2013,1,3,4,Other,Unknown,23.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2013,4,4,8,Home,Unknown,44.0,M,Black,Unknown,0,Low,Medium,High
stanford_msa,2013,3,5,8,Other,Unknown,25.0,M,Black,No,0,Low,Medium,High
stanford_msa,2014,0,8,8,Public_Open,Unknown,24.5,M,Black,No,1,Low,Medium,High
stanford_msa,2014,4,16,19,Military,Unknown,34.0,M,Unknown,Yes,0,Medium,High,VeryHigh
stanford_msa,2014,1,6,6,Workplace,Unknown,19.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2014,7,7,10,Home,Unknown,22.0,M,Unknown,Yes,0,VeryHigh,Medium,High
stanford_msa,2014,1,2,3,Other,Unknown,26.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2014,5,0,3,Other,Unknown,26.5,MF,Unknown,No,1,Low,Medium,Low
stanford_msa,2014,1,9,10,Public_Open,Unknown,20.0,M,Unknown,No,0,VeryHigh,Medium,High
stanford_msa,2014,2,3,4,Other,Unknown,46.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2014,5,1,5,School,Unknown,15.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2014,1,3,3,Other,Unknown,31.0,M,Black,Yes,0,Low,Medium,Low
stanford_msa,2014,4,2,6,Other,Unknown,44.0,F,Unknown,No,0,Low,Medium,Medium
stanford_msa,1994,2,5,7,Other,Unknown,22.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2012,5,0,5,Home,Unknown,17.7,M,Black,No,1,Low,Medium,Medium
stanford_msa,2014,7,1,7,Home,Unknown,35.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2015,0,5,5,Other,Unknown,28.0,M,Black,No,1,Low,Medium,Medium
stanford_msa,2015,3,1,4,Home,Unknown,29.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,4,1,4,Home,Unknown,34.0,M,Black,No,0,Low,Medium,Low
stanford_msa,2015,5,0,5,Home,Unknown,26.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2015,3,5,8,Public_Open,Unknown,31.689661016949156,M,Black,No,1,Low,Medium,High
stanford_msa,2015,3,0,3,Home,Unknown,46.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,0,3,3,Other,Unknown,17.0,M,Black,No,0,Low,Medium,Low
stanford_msa,2015,3,1,4,Home,Unknown,32.0,MF,Unknown,No,1,Low,Medium,Low
stanford_msa,2015,8,1,8,Home,Unknown,36.0,M,Unknown,No,0,Low,Medium,High
stanford_msa,2014,5,0,4,Home,Unknown,39.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,5,2,6,Home,Unknown,33.0,M,Black,No,0,Low,Medium,Medium
stanford_msa,2015,0,6,6,Other,Unknown,22.0,M,Black,No,0,Low,Medium,Medium
stanford_msa,2015,3,2,4,Home,Unknown,41.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,4,1,4,Home,Unknown,30.0,M,Black,No,0,Low,Medium,Low
stanford_msa,2015,3,0,3,Home,Unknown,19.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,1,2,3,Public_Open,Unknown,18.0,M,Black,No,1,Low,Medium,Low
stanford_msa,2015,4,0,3,Home,Unknown,40.0,M,Black,Yes,0,Low,Medium,Low
stanford_msa,2015,2,3,5,Home,Unknown,32.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2015,3,1,3,Home,Unknown,45.0,M,Unknown,No,0,Low,Medium,Low
stanford_msa,2015,1,5,6,Home,Unknown,41.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2015,2,2,3,Public_Open,Unknown,24.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,0,7,7,Home,Unknown,22.0,M,Black,No,0,Low,Medium,High
stanford_msa,2015,4,0,3,Home,Unknown,42.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,0,4,4,Home,Unknown,23.0,M,Black,No,0,Low,Medium,Low
stanford_msa,2015,0,5,5,Home,Unknown,31.689661016949156,M,Unknown,No,1,Low,Medium,Medium
stanford_msa,2015,1,3,4,Home,Unknown,31.689661016949156,M,Black,No,1,Low,Medium,Low
stanford_msa,2015,5,0,4,Home,Unknown,50.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,2,3,5,Home,Unknown,35.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2015,1,6,7,Commercial,Unknown,31.0,M,Black,Unknown,0,Low,Medium,High
stanford_msa,2015,2,3,5,Home,Unknown,24.0,M,Unknown,No,0,Low,Medium,Medium
stanford_msa,2015,4,1,4,Public_Open,Unknown,27.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2015,5,0,4,Home,Unknown,25.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2015,1,4,5,Other,Unknown,18.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2015,3,1,3,Home,Unknown,30.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,3,2,4,Home,Unknown,36.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,5,0,4,Home,Unknown,59.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,9,0,9,Religious,Unknown,21.0,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2015,0,4,4,Other,Unknown,32.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,1,3,4,Public_Open,Unknown,17.5,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2015,0,4,4,Home,Unknown,21.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2015,2,3,4,Home,Unknown,24.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,5,3,7,Military,Unknown,24.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2015,4,1,4,Home,Unknown,32.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,3,9,11,Other,Unknown,59.0,M,Unknown,Yes,0,Medium,Medium,VeryHigh
stanford_msa,2015,8,0,8,Home,Unknown,48.0,M,Black,Unknown,0,Low,Medium,High
stanford_msa,2015,3,4,7,Public_Open,Unknown,20.5,M,Black,Unknown,1,Low,Medium,High
stanford_msa,2015,3,1,3,Other,Unknown,41.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2015,3,1,4,Home,Unknown,19.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,5,0,4,Home,Unknown,45.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2015,6,0,5,Home,Unknown,41.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2015,10,7,16,Other,Unknown,26.0,M,Unknown,Unknown,0,Medium,Medium,VeryHigh
stanford_msa,2015,1,3,4,Other,Unknown,18.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,4,0,3,Home,Unknown,35.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,0,10,10,Other,Unknown,21.0,M,Black,Unknown,1,VeryHigh,Medium,High
stanford_msa,2015,2,1,3,Home,Unknown,21.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,4,0,3,Public_Open,Unknown,33.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,4,0,3,Home,Unknown,42.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,3,1,3,Home,Unknown,57.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,1,2,3,Home,Unknown,30.0,M,Black,Yes,0,Low,Medium,Low
stanford_msa,2015,4,1,4,Home,Unknown,28.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2015,6,0,6,Public_Open,Unknown,33.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2015,4,1,4,Home,Unknown,50.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2015,0,5,5,Public_Open,Unknown,24.0,M,Unknown,Unknown,1,Low,Medium,Medium
stanford_msa,2015,3,9,12,Other,Unknown,57.0,M,Unknown,Unknown,0,Medium,Medium,VeryHigh
stanford_msa,2015,16,21,35,Other,Unknown,27.5,MF,Unknown,Unknown,1,High,VeryHigh,VeryHigh
stanford_msa,2015,2,3,5,Home,Unknown,23.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,6,0,5,Home,Unknown,26.0,M,Unknown,Yes,0,Low,Medium,Medium
stanford_msa,2016,2,10,12,Other,Unknown,23.0,M,Unknown,Unknown,0,Medium,Medium,VeryHigh
stanford_msa,2016,2,3,4,Home,Unknown,45.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,6,2,8,Home,Unknown,45.0,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,5,0,4,Home,Unknown,26.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2016,4,14,17,Workplace,Unknown,38.0,M,Black,Unknown,0,Medium,Medium,VeryHigh
stanford_msa,2016,5,0,4,Home,Unknown,51.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,4,Home,Unknown,32.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,6,7,Home,Unknown,16.0,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,5,0,5,Home,Unknown,40.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,6,3,9,Home,Unknown,31.689661016949156,M,Unknown,Unknown,1,Low,Medium,High
stanford_msa,2016,1,4,5,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,4,0,3,Home,Unknown,33.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,4,0,3,Home,Unknown,36.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,3,Home,Unknown,49.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,0,3,Home,Unknown,31.689661016949156,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,3,Other,Unknown,34.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,1,4,Home,Unknown,30.5,M,Black,Unknown,1,Low,Medium,Low
stanford_msa,2016,1,3,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,1,Low,Medium,Low
stanford_msa,2016,1,4,4,Home,Unknown,20.5,M,Black,Unknown,1,Low,Medium,Low
stanford_msa,2016,1,3,4,Home,Unknown,18.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,0,3,Home,Unknown,22.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,5,Commercial,Unknown,31.689661016949156,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,6,0,5,Home,Unknown,26.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,2,2,3,Home,Unknown,42.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,5,8,Home,Unknown,31.689661016949156,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,0,3,3,Public_Open,Unknown,39.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,6,8,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,1,3,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,4,0,3,Home,Unknown,19.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,7,8,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,0,3,3,School,Unknown,21.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,1,Low,Medium,Low
stanford_msa,2016,1,3,4,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,6,2,8,Public_Open,Unknown,45.0,M,Unknown,No,0,Low,Medium,High
stanford_msa,2016,1,3,4,Public_Open,Unknown,21.25,M,Black,Unknown,1,Low,Medium,Low
stanford_msa,2016,0,5,5,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,5,0,4,Home,Unknown,26.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,5,0,4,Home,Unknown,51.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,5,5,Other,Unknown,31.689661016949156,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,1,3,4,Commercial,Unknown,24.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,6,7,Home,Unknown,16.0,M,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,0,4,4,Other,Unknown,39.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,4,0,4,Home,Unknown,40.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,5,3,8,Home,Unknown,31.689661016949156,M,Unknown,Unknown,1,Low,Medium,High
stanford_msa,2016,0,5,5,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,2,2,4,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,3,Home,Unknown,49.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,4,Public_Open,Unknown,32.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,5,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,4,0,3,Home,Unknown,33.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2016,4,0,3,Home,Unknown,36.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,3,Home,Unknown,49.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2016,3,1,3,Commercial,Unknown,58.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,5,5,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,0,4,4,Home,Unknown,19.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,3,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,5,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,4,0,4,Home,Unknown,37.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,4,Public_Open,Unknown,38.0,M,Unknown,Yes,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Home,Unknown,20.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,6,6,Home,Unknown,50.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,1,4,5,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,0,4,4,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,6,0,5,Home,Unknown,50.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,3,1,4,Other,Unknown,33.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Other,Unknown,16.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,0,5,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,4,0,3,Workplace,Unknown,40.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,2,3,Workplace,Unknown,65.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,2,6,8,Workplace,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,High
stanford_msa,2016,1,3,4,Public_Open,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,3,6,School,Unknown,62.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,1,3,4,Other,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,5,Other,Unknown,31.689661016949156,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,1,3,4,Commercial,Unknown,42.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,4,5,Home,Unknown,36.0,M,Black,Unknown,0,Low,Medium,Medium
stanford_msa,2016,0,5,5,Other,Unknown,31.689661016949156,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,4,0,3,Home,Unknown,29.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,2,3,Home,Unknown,43.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,5,0,5,Home,Unknown,25.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,3,1,4,Home,Unknown,23.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,3,4,Home,Unknown,19.0,M,Black,Unknown,1,Low,Medium,Low
stanford_msa,2016,1,3,4,Public_Open,Unknown,21.0,M,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,1,2,3,Other,Unknown,33.0,M,Black,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,4,4,Public_Open,Unknown,26.0,M,Black,Unknown,1,Low,Medium,Low
stanford_msa,2016,2,6,7,Other,Unknown,25.0,M,Unknown,Yes,0,Low,Medium,High
stanford_msa,2016,0,4,4,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,3,3,5,Public_Open,Unknown,31.0,M,Unknown,Unknown,0,Low,Medium,Medium
stanford_msa,2016,0,4,4,Home,Unknown,31.689661016949156,U,Unknown,Unknown,0,Low,Medium,Low
stanford_msa,2016,0,3,3,Other,Unknown,32.0,M,Black,Unknown,0,Low,Medium,Low
